RUT_CLIENTE;RAZON_SOCIAL;TELEFONO;DIRECCION;COMUNA;CIUDAD;EMAIL;INFO;MONTO_CREDITO;CLASIFICACION;ZONA;ID_TIPO_CLIENTE;CONDICION_DE_VENTA;GIRO;ID_ACTIVIDAD_COMERCIAL;RUT_CLIENTE_PADRE
83602600-4;INGENIERIA Y CONSTRUCCIONES DEL PACIFICO LTDA.;2226412620;ARTURO PRAT 4690;RENCA;SANTIAGO;EIPINZA@ICPLTDA.CL;CONSTRUCCION Y EDIFICACION;1;CONSTRUCCION Y EDIFICACION;METROPOLITANA;2;1;CONSTRUCCION Y EDIFICACION;5;
83573400-5;INGENIERIA Y CONSTRUCCION NAHMIAS HNOS. LTDA.;2226712267;ALONSO DE CORDOVA 5870 PISO 13;LAS CONDES;SANTIAGO;NAHMIAS@NAHMIASHNOS.CL;CONSTRUCCION;1;CONSTRUCCION;METROPOLITANA;2;1;CONSTRUCCION;5;
91915000-9;INGENIERIA Y CONSTRUCCION SIGDO KOPPERS S.A.;2228374333;MALAGA 120;LAS CONDES;SANTIAGO;;INGENIERIA Y CONSTRUCCION;1;INGENIERIA Y CONSTRUCCION;METROPOLITANA;2;1;INGENIERIA Y CONSTRUCCION;5;
85100200-6;INGENIERIA YCONSTRUCCION VALMAR LTDA.;412129000;CALLE 1 N. 6251 BRISA DE SOL;TALCAHUANO;TALCAHUANO;VALMAR@VALMAR.CL;INGENIERIA Y CONSTRUCCION;1;INGENIERIA Y CONSTRUCCION;BIO - BIO;2;1;INGENIERIA Y CONSTRUCCION;5;
79708040-3;INGENIERIA, CONSTRUCCION Y MANTENCION INDUSTRIAL ACONCAGUA LTDA.;322817561;LAS CANTERAS LOTE 24-25, BARRIO INDUSTRIAL GULMUE;CONCON;CONCON;GERENCIA@ACONCAGUALIMITADA.CL;CONSTRUCCION,MANTENCIONES CIVILES, INDUSTRIALES E INGENIERIAS;1;CONSTRUCCION,MANTENCIONES CIVILES, INDUSTRIALES E INGENIERIAS;VALPARAISO;2;1;CONSTRUCCION,MANTENCIONES CIVILES, INDUSTRIALES E INGENIERIAS;5;
79541370-7;INGETAL INGENIERIA Y CONSTRUCCION S.A.;413167800;EL CERCO 300 BOCA SUR;SAN P. DE LA PAZ;CONCEPCION;INGETAL@INGETAL.CL;CONTRATISTAS Y SUBCONTRATISTA EN OBRAS CIVILES Y CONSTRUCCION;1;CONTRATISTAS Y SUBCONTRATISTA EN OBRAS CIVILES Y CONSTRUCCION;BIO - BIO;2;1;CONTRATISTAS Y SUBCONTRATISTA EN OBRAS CIVILES Y CONSTRUCCION;5;
70022940-8;INSTITUTO DEL CEMENTO Y DEL HORMIGON DE CHILE;2227260300;JOSUE SMITH SOLAR 360;PROVIDENCIA;SANTIAGO;INFO@ICH.CL;PROMOCION USO DEL CEMENTO;1;PROMOCION USO DEL CEMENTO;METROPOLITANA;2;1;PROMOCION USO DEL CEMENTO;5;
80536800-4;LARRAIN PRIETO RISOPATRON S.A;2225985900;AV. LOS CERRILLOS 1080;CERRILLOS;SANTIAGO;IPR@LARRAINPRIETO.CL;EMPRESA CONSTRUCTORA;1;EMPRESA CONSTRUCTORA;METROPOLITANA;2;1;EMPRESA CONSTRUCTORA;5;
76221200-5;MCP LTDA.;2228573011;PANAMERICANA SUR KM 21;SAN BERNARDO;SANTIAGO;MCP@CONSTRUCTORAS.TIE.CL;EMPRESA CONSTRUCTORA;1;EMPRESA CONSTRUCTORA;METROPOLITANA;2;1;EMPRESA CONSTRUCTORA;5;
96990200-1;MAESTRA CONSTRUCCIONES S.A.;2229409700;AV. LAS CONDES 14157;LAS CONDES;SANTIAGO;CFLORES@MAESTRA.CL;CONSTRUCCIONES;1;CONSTRUCCIONES;METROPOLITANA;2;1;CONSTRUCCIONES;5;
78229090-8;MAQUINARIA Y CONSTRUCCIONES RIO LOA S.A.;2224134050;AV VITACURA 4380 OF 52;VITACURA;SANTIAGO;CONTACTO@RIO-LOA.CL;INVERSION Y EXPLOTACION DE MAQUINARIA, MOVIMIENTO DE TIERRA, PRESTACION DE PERSONAL;1;INVERSION Y EXPLOTACION DE MAQUINARIA, MOVIMIENTO DE TIERRA, PRESTACION DE PERSONAL;METROPOLITANA;2;1;INVERSION Y EXPLOTACION DE MAQUINARIA, MOVIMIENTO DE TIERRA, PRESTACION DE PERSONAL;5;
87703800-9;METALURGICA SEGA LTDA.;2226831024;CALLE MELIPILLA 3609;ESTACION CENTRAL;SANTIAGO;SEGALTDA@HOTMAIL.COM;PROYECTOS Y TRABAJOS METALURGICOS;1;PROYECTOS Y TRABAJOS METALURGICOS;METROPOLITANA;2;1;PROYECTOS Y TRABAJOS METALURGICOS;5;
96536360-2;MOLINA MOREL S.A.;2222421010;AV. AMERICO VESPUCIO NORTE 771;LAS CONDES;SANTIAGO;MMSA@MOLINAMOREL.CL;CONSTRUCTORA;1;CONSTRUCTORA;METROPOLITANA;2;1;CONSTRUCTORA;5;
79702800-2;OLAZO HNOS. Y CIA. LTDA.;522224463;CAMINO DIEGO DE ALMAGRO 88 MARRIO INDUSTRIAL PAIPOTE;COPIAPO;COPIAPO;OLAZOHNOS@ENTELCHILE.NET;MAESTRANZA;1;MAESTRANZA;ATACAMA;2;1;MAESTRANZA;5;
96588560-9;PILOTES TERRATEST S.A.;2224372900;AV. ALONSO DE CORDOVA 5151 OF 1401;LAS CONDES;SANTIAGO;COMERCIAL@TERRATEST.CL;CONSTRUCCION EN OBRAS CIVILES;1;CONSTRUCCION EN OBRAS CIVILES;METROPOLITANA;2;1;CONSTRUCCION EN OBRAS CIVILES;5;
96505020-5;POMERAPE S.A.;582583205;AV. LINDEROS 1461 BARRIO INDUSTRIAL;ARICA;ARICA;POMERAPE@ENTELCHILE.NET;CONSTRUCCIONES Y URBANIZACIONES;1;CONSTRUCCIONES Y URBANIZACIONES;ARICA;2;1;CONSTRUCCIONES Y URBANIZACIONES;5;
76284308-0;PREFABRICADOS ESTRUCTURALES S.A. SISTEMA TENSOCRET;2223330044;NAPOLEON 3037 OF 34;LAS CONDES;SANTIAGO;INFO@TENSOCRET.CL;INGENIERIA Y CONSTRUCCION;1;INGENIERIA Y CONSTRUCCION;METROPOLITANA;2;1;INGENIERIA Y CONSTRUCCION;5;
89003900-6;PUGA, MUJICA ASOCIADOS S.A;2228383100;MARCHANT PEREIRA 668;PROVIDENCIA;SANTIAGO;PUMA@PUGAMUJICA.CL;INGENIERIA Y CONSTRUCCION;1;INGENIERIA Y CONSTRUCCION;METROPOLITANA;2;1;INGENIERIA Y CONSTRUCCION;5;
86155300-0;REZEPKA DESARROLLO INMOBILIARIO LTDA.;2224446100;AV. EL SALTO 4001 PISO 15;HUECHURABA;SANTIAGO;EMPRESAS@REZEPKA.CL;INMOBILIARIA Y CONSTRUCTORA;1;INMOBILIARIA Y CONSTRUCTORA;METROPOLITANA;2;1;INMOBILIARIA Y CONSTRUCTORA;5;
89912300-K;RICARDO RODRIGUEZ Y CIA. LTDA.;2223641111;AV. JOSE MANUEL INFANTE 2629;¥U¥OA;SANTIAGO;ICR@RICARDORODRIGUEZ.CL;COMPUTACION Y CONSTRUCCION;1;COMPUTACION Y CONSTRUCCION;METROPOLITANA;2;1;COMPUTACION Y CONSTRUCCION;5;
76013986-6;RINOL HORMIPUL CHILE S.A;2223936100;AV. COLORADO 581;QUILICURA;SANTIAGO;COMERCIAL@RINOLHORMIPUL.CL;PAVIMENTOS INDUSTRIALES ;1;PAVIMENTOS INDUSTRIALES ;METROPOLITANA;2;1;PAVIMENTOS INDUSTRIALES ;5;
78089800-3;RUCANTU S.A.;452735000;PANAMERICANA SUR KM 680;PADRE LAS CASAS;PADRE LAS CASAS;CASAS@RUCANTU.CL;EMPRESA CONSTRUCTORA;1;EMPRESA CONSTRUCTORA;ARAUCANIA;2;1;EMPRESA CONSTRUCTORA;5;
05485713-6;RUIZ-TAGLE Y ARQUITECTOS ASOCIADOS;412246464;O'HIGGINS 420 OF. 91;CONCEPCION;CONCEPCION;RUIZTAGLEARQUITECTOS@GMAIL.COM;ARQUITECTURA Y CONSTRUCCION;1;ARQUITECTURA Y CONSTRUCCION;BIO - BIO;2;1;ARQUITECTURA Y CONSTRUCCION;5;
96693780-7;SENCORP;2223680000;AV. ISIDORA GOYENECHEA 2800 PISO 52 EDIFICIO TITANIUM LA PORTADA;LAS CONDES;SANTIAGO;CONTACTO@SENCORP.COM;INMOBILIARIA, RENTAS, CONSTRUCCION, ARQUITECTURA;1;INMOBILIARIA, RENTAS, CONSTRUCCION, ARQUITECTURA;METROPOLITANA;2;1;INMOBILIARIA, RENTAS, CONSTRUCCION, ARQUITECTURA;5;
96885880-7;SALFACORP S.A.;2229020000;AV. PRESIDENTE RIESCO 5335 PISO 11;LAS CONDES;SANTIAGO;SALFACORP@SALFACORP.COM;EMPRESAS CONSTRUCTORAS;1;EMPRESAS CONSTRUCTORAS;METROPOLITANA;2;1;EMPRESAS CONSTRUCTORAS;5;
79624430-5;SCHULTZ INGENIERIA Y MAQUINARIAS LTDA.;2224951400;AV. EL RETIRO 1247, PARQUE LOS MAITENES ENEA;PUDAHUEL;SANTIAGO;JSCHULTZ@SCHULTZING.CL;INGENIERIA Y CONSTRUCCION;1;INGENIERIA Y CONSTRUCCION;METROPOLITANA;2;1;INGENIERIA Y CONSTRUCCION;5;
79730570-7;SICOMAQ LTDA.;2225782800;AV. DEL PARQUE 4680-A OF 505 CIUDAD EMPRESARIAL;HUECHURABA;SANTIAGO;INFO@SICOMAQ.CL;INGENIERIA, CONSTRUCCION Y MAQUINARIA;1;INGENIERIA, CONSTRUCCION Y MAQUINARIA;METROPOLITANA;2;1;INGENIERIA, CONSTRUCCION Y MAQUINARIA;5;
93520000-8;SINEL S.A. INGENIERIA Y CONSTRUCCION;2222092522;LADISLAO ERRAZURIZ 2046;PROVIDENCIA;SANTIAGO;SINEL@SINEL.TIE.CL;INGENIERIA Y CONSTRUCCION;1;INGENIERIA Y CONSTRUCCION;METROPOLITANA;2;1;INGENIERIA Y CONSTRUCCION;5;
78224800-6;SOCIEDAD CONSTRUCTORA DI MAGNA LTDA.;332222585;FREIRE 1064;LA CALERA;LA CALERA;DIMAGNA@DIMAGNA.CL;ASEO INDUSTRIAL, CONSTRUCCION, AIRE ACONDICIONADO;1;ASEO INDUSTRIAL, CONSTRUCCION, AIRE ACONDICIONADO;VALPARAISO;2;1;ASEO INDUSTRIAL, CONSTRUCCION, AIRE ACONDICIONADO;5;
96645160-2;SODECO S.A.;2226890400;GRAJALES 2509;SANTIAGO;SANTIAGO;SODECOSA@SODECO.TIE.CL;IMPORTACION Y DISTRIBUCION DE SISTEMAS Y COMPONENTES DE CONSTRUCCION;1;IMPORTACION Y DISTRIBUCION DE SISTEMAS Y COMPONENTES DE CONSTRUCCION;METROPOLITANA;2;1;IMPORTACION Y DISTRIBUCION DE SISTEMAS Y COMPONENTES DE CONSTRUCCION;5;
96505160-0;SOLETANCHE BACHY CHILE S.A.;2225849000;MONSE¥OR NUNCIO SOTERO SANZ 161 PISO 5;PROVIDENCIA;SANTIAGO;SBC@SOLETANCHE-BACHY.CL;SERVICIOS GEOLOGICOS Y PROSPECCION, CONSTRUCCION DE OBRAS CIVILES Y DE INFRAESTRUCTURA;1;SERVICIOS GEOLOGICOS Y PROSPECCION, CONSTRUCCION DE OBRAS CIVILES Y DE INFRAESTRUCTURA;METROPOLITANA;2;1;SERVICIOS GEOLOGICOS Y PROSPECCION, CONSTRUCCION DE OBRAS CIVILES Y DE INFRAESTRUCTURA;5;
77302440-5;TECNORED S.A.;322452580;CERRO EL PLOMO 3819 PARQUE INDUSTRIAL CURAUMA;VALPARAISO;VALPARAISO;VENTAS@TECNORED.CL;PRESTACION DE SERVICIOS ELECTRICOS, VENTA DE MATERIALES ELECTRICOS;1;PRESTACION DE SERVICIOS ELECTRICOS, VENTA DE MATERIALES ELECTRICOS;VALPARAISO;2;1;PRESTACION DE SERVICIOS ELECTRICOS, VENTA DE MATERIALES ELECTRICOS;5;
96712360-9;THERMAS INTERNACIONAL SANTIAGO DE CHILE S.A.;2224694400;AV. LOS LEONES 2595;PROVIDENCIA;SANTIAGO;INFO@THERMASINTERNACIONAL.CL;INMOBILIARIA Y CONSTRUCTORA;1;INMOBILIARIA Y CONSTRUCTORA;METROPOLITANA;2;1;INMOBILIARIA Y CONSTRUCTORA;5;
76136076-0;VIAL Y VIVES-DSD S.A;2223688000;AV. SANTA MARIA 2810;PROVIDENCIA;SANTIAGO;INFO@VYV-DSD.CL;INGENIERIA, CONSTRUCCION Y MONTAJE INDUSTRIAL;1;INGENIERIA, CONSTRUCCION Y MONTAJE INDUSTRIAL;METROPOLITANA;2;1;INGENIERIA, CONSTRUCCION Y MONTAJE INDUSTRIAL;5;
77555640-4;ZUBLIN INTERNATIONAL GMBH CHILE SPA;2224989600;CERRO PORTEZUELO 9760 PARQUE INDUSTRIAL PORTEZUELO;QUILICURA;SANTIAGO;ZUBLIN.CHILE@ZUBLIN.CL;INGENIERIA Y CONSTRUCCION;1;INGENIERIA Y CONSTRUCCION;METROPOLITANA;2;1;INGENIERIA Y CONSTRUCCION;5;
76377649-2;AGUASIN SPA;2222709500;PANAMERICANA NORTE 18900 SITIOS 4 Y 5;LAMPA;SANTIAGO;AGUASIN@AGUASIN.COM;PURIFICACION Y TRATAMIENTO DE AGUAS;1;PURIFICACION Y TRATAMIENTO DE AGUAS;METROPOLITANA;2;1;PURIFICACION Y TRATAMIENTO DE AGUAS;5;
96511800-4;HIDRAGUA S.A.C.I.;2227515555;AV. JORGE ALESSANDRI 160-C;LA REINA;SANTIAGO;VENTAS@PISCINERIA.CL;FABRICA DE PISCINAS, BOMBAS PARA AGUA, FILTROS PARA AGUA, CALEFACCION, EQUIPAMIENTO DE PISCINAS;1;FABRICA DE PISCINAS, BOMBAS PARA AGUA, FILTROS PARA AGUA, CALEFACCION, EQUIPAMIENTO DE PISCINAS;METROPOLITANA;2;1;FABRICA DE PISCINAS, BOMBAS PARA AGUA, FILTROS PARA AGUA, CALEFACCION, EQUIPAMIENTO DE PISCINAS;5;
83100300-6;INDUS CARP LTDA.;2228441389;REINA SUR, PARCELA 20;COLINA;SANTIAGO;VENTAS@INDUS.CL;INDUSTRIAL E IMPORTACION;1;INDUSTRIAL E IMPORTACION;METROPOLITANA;2;1;INDUSTRIAL E IMPORTACION;5;
84940300-1;PISCINAS AQUASOL LTDA.;2223413997;AV. POCURO 2927;PROVIDENCIA;SANTIAGO;CESAR@PISCINASAQUASOL.CL;VENTA DE MAQUINAS, MOTORES Y REPUESTOS, REPARACION Y MANTENCION DE PISCINAS;1;VENTA DE MAQUINAS, MOTORES Y REPUESTOS, REPARACION Y MANTENCION DE PISCINAS;METROPOLITANA;2;1;VENTA DE MAQUINAS, MOTORES Y REPUESTOS, REPARACION Y MANTENCION DE PISCINAS;5;
87936100-1;PISCINAS SWIMLINE;2222740951;AV. ELIODOR YA¥EZ 1761;PROVIDENCIA;SANTIAGO;VENTAS@SWIMLINE.CL;CONTRUCCION, PRODUCTOS QUIMICOS Y ACCESORIOS PARA PISCINAS;1;CONTRUCCION, PRODUCTOS QUIMICOS Y ACCESORIOS PARA PISCINAS;METROPOLITANA;2;1;CONTRUCCION, PRODUCTOS QUIMICOS Y ACCESORIOS PARA PISCINAS;5;
85275700-0;ARRIMAQ S.A.;2223829700;CAMINO SANTA MARGARITA 01870 PARQUE INDUSTRIAL PUERTA SUR;SAN BERNARDO;SANTIAGO;MARKETING@ARRIMAQ.CL;VENTA Y ALQUILER DE MAQUINARIA NUEVA Y USADA- VENTA DE REPUESTOS Y SERVICIO TECNICO;1;VENTA Y ALQUILER DE MAQUINARIA NUEVA Y USADA- VENTA DE REPUESTOS Y SERVICIO TECNICO;METROPOLITANA;2;1;VENTA Y ALQUILER DE MAQUINARIA NUEVA Y USADA- VENTA DE REPUESTOS Y SERVICIO TECNICO;5;
79776350-0;ABSIDE S.A.;2226225580;AV. EINTEIN 863;RECOLETA;SANTIAGO;HKAPPES@ABSIDE.CL;ARRIENDO, FABRICACION Y VENTA DE MAQUINARIA PARA CONSTRUCCION / DISCOS DIAMANTADOS;1;ARRIENDO, FABRICACION Y VENTA DE MAQUINARIA PARA CONSTRUCCION / DISCOS DIAMANTADOS;METROPOLITANA;2;1;ARRIENDO, FABRICACION Y VENTA DE MAQUINARIA PARA CONSTRUCCION / DISCOS DIAMANTADOS;5;
76757110-0;ARMAQSUBIRI S.A.;2222735745;LOS CANTEROS 8667;LA REINA;SANTIAGO;ANTOFAGASTA@ARMAQSUBIRI.CL;ARRIENDO DE MAQUINARIA Y EQUIPOS - IMPORTADORES;1;ARRIENDO DE MAQUINARIA Y EQUIPOS - IMPORTADORES;METROPOLITANA;2;1;ARRIENDO DE MAQUINARIA Y EQUIPOS - IMPORTADORES;5;
91762000-8;ATLAS COPCO CHILENA S.A.C.;2224423600;PANAMERICANA NORTE 5001;CONCHALI;SANTIAGO;ATLASCOPCO.CHILENA@CL.ATLASCOPCO.COM;IMPORTACION, COMERCIALIZACION, SERVICIO TECNICO Y FABRICACION DE MAQUINARIA Y HERRAMIENTAS;1;IMPORTACION, COMERCIALIZACION, SERVICIO TECNICO Y FABRICACION DE MAQUINARIA Y HERRAMIENTAS;METROPOLITANA;2;1;IMPORTACION, COMERCIALIZACION, SERVICIO TECNICO Y FABRICACION DE MAQUINARIA Y HERRAMIENTAS;5;
79649140-K;AUTOMOTORES GILDEMEISTER S.A.;2225964000;AV. LAS CONDES 11000;VITACURA;SANTIAGO;MTPICA@GILDEMEISTER.CL;IMPORTACION Y DISTRIBUCION DE VEHICULOS Y MAQUINARIAS;1;IMPORTACION Y DISTRIBUCION DE VEHICULOS Y MAQUINARIAS;METROPOLITANA;2;1;IMPORTACION Y DISTRIBUCION DE VEHICULOS Y MAQUINARIAS;5;
87730100-1;CENTRO TECNICO INDURA LTDA.;2225303181;CAMINO A MELIPILLA 7060;CERRILLOS;SANTIAGO;INFO@INDURA.NET;CAPACITACION Y SERVICIO;1;CAPACITACION Y SERVICIO;METROPOLITANA;2;1;CAPACITACION Y SERVICIO;5;
94836000-4;COMERCIAL LO ESPEJO MAQUINARIAS Y EQUIPOS S.A.;2225108100;CAMINO LO SIERRA 1299;MAIPU;SANTIAGO;GERENCIA@CLEMSA.CL;IMPORTACION DE MAQUINARIAS, EQUIPOS Y REPUESTOS;1;IMPORTACION DE MAQUINARIAS, EQUIPOS Y REPUESTOS;METROPOLITANA;2;1;IMPORTACION DE MAQUINARIAS, EQUIPOS Y REPUESTOS;5;
94141000-6;DERCO S.A.;2225601500;AV. AMERICO VESPUCIO 1842;QUILICURA;SANTIAGO;;IMPORTADOR AUTOMOTRIZ Y REPUESTOS DE MAQUINARIA AGRICOLA, INDUSTRIAL Y CONSTRUCCION;1;IMPORTADOR AUTOMOTRIZ Y REPUESTOS DE MAQUINARIA AGRICOLA, INDUSTRIAL Y CONSTRUCCION;METROPOLITANA;2;1;IMPORTADOR AUTOMOTRIZ Y REPUESTOS DE MAQUINARIA AGRICOLA, INDUSTRIAL Y CONSTRUCCION;5;
83311400-K;ELECTRONICA DEL PACIFICO S.A.;2224131000;JULIO PRADO 2118;¥U¥OA;SANTIAGO;IBARRA@ELPA.CL;IMPORTACION Y DISTRIBUCION DE ARTICULOS ELECTRICOS Y ELECTRONICOS;1;IMPORTACION Y DISTRIBUCION DE ARTICULOS ELECTRICOS Y ELECTRONICOS;METROPOLITANA;2;1;IMPORTACION Y DISTRIBUCION DE ARTICULOS ELECTRICOS Y ELECTRONICOS;5;
86117800-5;EMPRESA TECNICA ASESORA DE LA CONSTRUCCION S.A.;2224842100;CAMINO A COQUIMBO 16.776, CONDOMINIO INDUSTRIAL LOS LIBERTADORES 16, LOTE 54B2-F;COLINA;SANTIAGO;ETAC@ETAC.CL;ARRIENDO Y VENTA DE MAQUINARIA PARA LA CONSTRUCCION;1;ARRIENDO Y VENTA DE MAQUINARIA PARA LA CONSTRUCCION;METROPOLITANA;2;1;ARRIENDO Y VENTA DE MAQUINARIA PARA LA CONSTRUCCION;5;
76414829-0;EQUIPOS Y SERVICIOS TREZ SPA.;2224985600;AV. PUERTA SUR 03360;SAN BERNARDO;SANTIAGO;TREX@TREX.CL;IMPORTACION, REPRESENTACION Y VENTAS DE REPUESTOS;1;IMPORTACION, REPRESENTACION Y VENTAS DE REPUESTOS;METROPOLITANA;2;1;IMPORTACION, REPRESENTACION Y VENTAS DE REPUESTOS;5;
87801300-K;FMA INDUSTRIAL ( CHILE ) S.A.;2223314600;AV. ALCALDE CARLOS VALDOVINOS 3346;PEDRO A. CERDA;SANTIAGO;CONTACTO@FMAINDUSTRIAL.COM;FABRICA DE EQUIPOS E IMPLEMENTROS MAYORES PARA LA MINERIA Y LA CONSTRUCCION;1;FABRICA DE EQUIPOS E IMPLEMENTROS MAYORES PARA LA MINERIA Y LA CONSTRUCCION;METROPOLITANA;2;1;FABRICA DE EQUIPOS E IMPLEMENTROS MAYORES PARA LA MINERIA Y LA CONSTRUCCION;5;
61105000-3;FABRICAS Y MAESTRANZAS DEL EJERCITO ( FAMAE );2225107400;AV. MANUEL RODRIGUEZ 02;TALAGANTE;TALAGANTE;DIRECCION@FAMAE.CL;MAESTRANZA METALMECANICA;1;MAESTRANZA METALMECANICA;METROPOLITANA;2;1;MAESTRANZA METALMECANICA;5;
90839000-8;GARCIA BURR LTDA.;2228565600;AV. LAS TORRES 1316, PARQUE INDUSTRIAL EL ROSAL;HUECHURABA;SANTIAGO;INFORMACIONES@GARCIABURR.CL;REPRESENTACIONES, IMPORTACIONES Y EXPORTACIONES;1;REPRESENTACIONES, IMPORTACIONES Y EXPORTACIONES;METROPOLITANA;2;1;REPRESENTACIONES, IMPORTACIONES Y EXPORTACIONES;5;
84708300-K;HILTI CHILE LTDA.;2226553000;AV. APOQUINDO 4501 PISO 13;LAS CONDES;SANTIAGO;SERVICIOALCLIENTE@HILTI.COM;VENTA DE HERRAMIENTAS, MAQUINARIAS, MATERIALES Y FIJACIONES PARA LA CONSTRUCCION Y MINERIA;1;VENTA DE HERRAMIENTAS, MAQUINARIAS, MATERIALES Y FIJACIONES PARA LA CONSTRUCCION Y MINERIA;METROPOLITANA;2;1;VENTA DE HERRAMIENTAS, MAQUINARIAS, MATERIALES Y FIJACIONES PARA LA CONSTRUCCION Y MINERIA;5;
84645000-9;INGENIERIA COMERCIO INTERNACIONAL S.A.;2226332044;ISMAEL VALDES VERGARA 382;SANTIAGO;SANTIAGO;INCOIN2001@YAHOO.COM;IMPORTADORES, EXPORTADORES Y REPRESENTANTES E INGENIERIA ;1;IMPORTADORES, EXPORTADORES Y REPRESENTANTES E INGENIERIA ;METROPOLITANA;2;1;IMPORTADORES, EXPORTADORES Y REPRESENTANTES E INGENIERIA ;5;
85144600-1;INPROMAS LTDA.;2229795200;LOS RAULIES 700, PARQUE INDUSTRIAL AEROPUERTO;QUILICURA;SANTIAGO;INPROMAS@INPROMAS.CL;INGENIERIA Y FABRICACION DE EQUIPOS ELECTROMECANICOS;1;INGENIERIA Y FABRICACION DE EQUIPOS ELECTROMECANICOS;METROPOLITANA;2;1;INGENIERIA Y FABRICACION DE EQUIPOS ELECTROMECANICOS;5;
81198100-1;JANSSEN S.A.;2226239044;PANAMERICA NORTE 5353;CONCHALI;SANTIAGO;INFO@JANSSEN.CL;IMPORTACIONES Y REPRESENTACIONES;1;IMPORTACIONES Y REPRESENTACIONES;METROPOLITANA;2;1;IMPORTACIONES Y REPRESENTACIONES;5;
78423770-2;LANZ TECNOMASTER LTDA.;2227829249;AV. JOSE PEDRO ALESSANDRI 991;¥U¥OA;SANTIAGO;TECNOMASTER@LANZCO.CL;IMPORTACION, VENTAS Y SERVICIOS;1;IMPORTACION, VENTAS Y SERVICIOS;METROPOLITANA;2;1;IMPORTACION, VENTAS Y SERVICIOS;5;
76285120-2;LANZCO;2227829200;AV. JOSE PEDRO ALESSANDRI 953;¥U¥OA;SANTIAGO;LANZ@LANZCO.CL;ARRIENDO DE MAQUINARIAS PARA LA CONSTRUCCION;1;ARRIENDO DE MAQUINARIAS PARA LA CONSTRUCCION;METROPOLITANA;2;1;ARRIENDO DE MAQUINARIAS PARA LA CONSTRUCCION;5;
89802500-4;LEMACO LTDA.;2225254112;SANTA ANA 0425;LA GRANJA;SANTIAGO;CONTACTO@LEMACO.CL;MAQUINARIA PARA LA CONSTRUCCION Y SERVICIOS DE CORTE POR LASER Y AGUA;1;MAQUINARIA PARA LA CONSTRUCCION Y SERVICIOS DE CORTE POR LASER Y AGUA;METROPOLITANA;2;1;MAQUINARIA PARA LA CONSTRUCCION Y SERVICIOS DE CORTE POR LASER Y AGUA;5;
79770490-3;MAESTRANZA CHILE LTDA.;2227389063;LOS FRESNOS 151, PANAMERICANA NORTE (ALT KM 18);COLINA;SANTIAGO;MACHILE@MACHILE.CL;FABRICACION Y REPARACION DE MAQUINARIAS Y EQUIPOS PARA LA MINERIA, CONSTRUCCION Y TRANSPORTE;1;FABRICACION Y REPARACION DE MAQUINARIAS Y EQUIPOS PARA LA MINERIA, CONSTRUCCION Y TRANSPORTE;METROPOLITANA;2;1;FABRICACION Y REPARACION DE MAQUINARIAS Y EQUIPOS PARA LA MINERIA, CONSTRUCCION Y TRANSPORTE;5;
79649140-K;MAQUINARIAS GILDEMEISTER;2227315810;AV. AMERICO VESPUCIO 582;PUDAHUEL;SANTIAGO;MAQUINARIAS@GILDEMEISTER.CL;IMPORTADOR, DISTRIBUIDOR, SERVICIOS, VENTAS Y ARRIENDO DE MAQUINARIAS, AUTOMOVILES;1;IMPORTADOR, DISTRIBUIDOR, SERVICIOS, VENTAS Y ARRIENDO DE MAQUINARIAS, AUTOMOVILES;METROPOLITANA;2;1;IMPORTADOR, DISTRIBUIDOR, SERVICIOS, VENTAS Y ARRIENDO DE MAQUINARIAS, AUTOMOVILES;5;
96959180-4;MINCO MAQUINARIAS S.A.;2227335248;EL TOTORAL 851, BUENAVENTURA;QUILICURA;SANTIAGO;MINCO@MINCO.CL;SERVICIO Y VENTA DE PLANTAS DE TRITURACION Y MAQUINARIA MINERA Y CONSTRUCCION;1;SERVICIO Y VENTA DE PLANTAS DE TRITURACION Y MAQUINARIA MINERA Y CONSTRUCCION;METROPOLITANA;2;1;SERVICIO Y VENTA DE PLANTAS DE TRITURACION Y MAQUINARIA MINERA Y CONSTRUCCION;5;
96588890-K;MINDUGAR S.A.;2228707400;DOMINGO ARTEAGA 276;MACUL;SANTIAGO;VENTAS@MINDUGAR.COM;INGENIERIA, CONSTRUCCION Y PROYECTOS INDUSTRIALES;1;INGENIERIA, CONSTRUCCION Y PROYECTOS INDUSTRIALES;METROPOLITANA;2;1;INGENIERIA, CONSTRUCCION Y PROYECTOS INDUSTRIALES;5;
76136335-2;RADIADORES GALLARDO LTDA.;2222225060;COPIAPO 342;SANTIAGO;SANTIAGO;VENTAS@RADIADORESGALLARDO.CL;FABRICACION DE RADIADORES INDUSTRIALES E INTERCAMBIADORES DE CALOR;1;FABRICACION DE RADIADORES INDUSTRIALES E INTERCAMBIADORES DE CALOR;METROPOLITANA;2;1;FABRICACION DE RADIADORES INDUSTRIALES E INTERCAMBIADORES DE CALOR;5;
83568200-5;SIMMA S.A.;2223462700;SAN EUGENIO 463;¥U¥OA;SANTIAGO;VENTASSANTIAGO@SIMMA.CL;IMPORTACION DE MAQUINARIAS Y REPUESTOS;1;IMPORTACION DE MAQUINARIAS Y REPUESTOS;METROPOLITANA;2;1;IMPORTACION DE MAQUINARIAS Y REPUESTOS;5;
